brand_id,canonical_name,aliases_es,keep_original,is_action_brand,confidence,review_status,notes
Kaily Beauty Studio,Kaily Beauty Studio,Kaily Beauty Studio,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kappa,Kappa,Kappa,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kate Legwear,Kate Legwear,Kate Legwear,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kaytan,Kaytan,Kaytan,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kellogg's,Kellogg's,Kellogg's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Keter,Keter,Keter,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kettle,Kettle,Kettle,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kinder,Kinder,Kinder,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
King's Harvest,King's Harvest,King's Harvest,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kinzo,Kinzo,Kinzo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kistenberg,Kistenberg,Kistenberg,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
KitKat,KitKat,KitKat,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Kleenex,Kleenex,Kleenex,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Korona,Korona,Korona,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
L'Oréal,L'Oréal,L'Oréal,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
L.O.L. Surprise!,L.O.L. Surprise!,L.O.L. Surprise!,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
LEGO,LEGO,LEGO,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
LSC,LSC,LSC,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
LSC Smart Connect,LSC Smart Connect,LSC Smart Connect,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
LU,LU,LU,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
La Isla Living,La Isla Living,La Isla Living,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
La Maison Rêve,La Maison Rêve,La Maison Rêve,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
La Sonata,La Sonata,La Sonata,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lab31,Lab31,Lab31,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lavato,Lavato,Lavato,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lenor,Lenor,Lenor,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
LilyRose,LilyRose,LilyRose,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Limpro,Limpro,Limpro,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lipton,Lipton,Lipton,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Listerine,Listerine,Listerine,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Little Joe,Little Joe,Little Joe,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Livv,Livv,Livv,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lodik,Lodik,Lodik,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lotto,Lotto,Lotto,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lotus,Lotus,Lotus,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Love&Hugs,Love&Hugs,Love&Hugs,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lowenthal,Lowenthal,Lowenthal,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Luminarc,Luminarc,Luminarc,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Lunea,Lunea,Lunea,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Löwenthal,Löwenthal,Löwenthal,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
M&M's,M&M's,M&M's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
MAOAM,MAOAM,MAOAM,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Magnifique,Magnifique,Magnifique,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Magnum,Magnum,Magnum,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Make-Over,Make-Over,Make-Over,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Makiki,Makiki,Makiki,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mariette,Mariette,Mariette,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mars,Mars,Mars,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
MasterChef,MasterChef,MasterChef,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Matchbox,Matchbox,Matchbox,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Max & More,Max & More,Max & More,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
McGregor,McGregor,McGregor,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Medisana,Medisana,Medisana,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Megastar,Megastar,Megastar,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mentos,Mentos,Mentos,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mepal,Mepal,Mepal,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mexx,Mexx,Mexx,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Milka,Milka,Milka,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Minecraft,Minecraft,Minecraft,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Mini Matters,Mini Matters,Mini Matters,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Misfittens,Misfittens,Misfittens,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Miss Bubble,Miss Bubble,Miss Bubble,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mogu Mogu,Mogu Mogu,Mogu Mogu,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Monster Jam,Monster Jam,Monster Jam,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Mr. Goodlad,Mr. Goodlad,Mr. Goodlad,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Multy,Multy,Multy,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
NYOY,NYOY,NYOY,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Namaste,Namaste,Namaste,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Natural Happiness,Natural Happiness,Natural Happiness,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Natural Heroes,Natural Heroes,Natural Heroes,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nature Fit,Nature Fit,Nature Fit,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Naziba,Naziba,Naziba,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nedis,Nedis,Nedis,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nerf,Nerf,Nerf,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nescafé,Nescafé,Nescafé,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nestlé,Nestlé,Nestlé,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nicols,Nicols,Nicols,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nintendo,Nintendo,Nintendo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nivea,Nivea,Nivea,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Noodlicious,Noodlicious,Noodlicious,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nor-Tec,Nor-Tec,Nor-Tec,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nox,Nox,Nox,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nuagé,Nuagé,Nuagé,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Nuance,Nuance,Nuance,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Nuvanta,Nuvanta,Nuvanta,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Office Essentials,Office Essentials,Office Essentials,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Okidoki,Okidoki,Okidoki,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Omo,Omo,Omo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
OptiSmile,OptiSmile,OptiSmile,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Oral-B,Oral-B,Oral-B,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Oreo,Oreo,Oreo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Oxford,Oxford,Oxford,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
PAC-MAN,PAC-MAN,PAC-MAN,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
PACKD,PACKD,PACKD,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pairz,Pairz,Pairz,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Palazzo,Palazzo,Palazzo,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Palmolive,Palmolive,Palmolive,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pan Aroma,Pan Aroma,Pan Aroma,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Panasonic,Panasonic,Panasonic,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Papillon,Papillon,Papillon,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pasabahce,Pasabahce,Pasabahce,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Patisserie,Patisserie,Patisserie,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pattex,Pattex,Pattex,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Paw Patrol,Paw Patrol,Paw Patrol,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pedigree,Pedigree,Pedigree,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pelifix,Pelifix,Pelifix,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pepsi,Pepsi,Pepsi,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Perla,Perla,Perla,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Petra,Petra,Petra,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Philips,Philips,Philips,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
PiM's,PiM's,PiM's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pilot,Pilot,Pilot,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pinky,Pinky,Pinky,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Plast1,Plast1,Plast1,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Play-Doh,Play-Doh,Play-Doh,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Playgo,Playgo,Playgo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Playgro,Playgro,Playgro,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Playmobil,Playmobil,Playmobil,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Plex Care,Plex Care,Plex Care,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Pom-Bär,Pom-Bär,Pom-Bär,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pool Champion,Pool Champion,Pool Champion,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pralin Art,Pralin Art,Pralin Art,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pretty Legs,Pretty Legs,Pretty Legs,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pringles,Pringles,Pringles,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pro-max,Pro-max,Pro-max,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Prologic,Prologic,Prologic,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Puntomatic,Puntomatic,Puntomatic,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Purall,Purall,Purall,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Pure Soft,Pure Soft,Pure Soft,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Purox,Purox,Purox,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Purrfections,Purrfections,Purrfections,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Q4Life,Q4Life,Q4Life,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Rainbow High,Rainbow High,Rainbow High,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Re-load,Re-load,Re-load,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Red Bull,Red Bull,Red Bull,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Redmax,Redmax,Redmax,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Redstone,Redstone,Redstone,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Reese's,Reese's,Reese's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Relove,Relove,Relove,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Remington,Remington,Remington,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Resolve,Resolve,Resolve,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Revlon,Revlon,Revlon,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Revolution,Revolution,Revolution,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Richardson Sheffield,Richardson Sheffield,Richardson Sheffield,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Rident,Rident,Rident,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Roni,Roni,Roni,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Roseland,Roseland,Roseland,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Roshen,Roshen,Roshen,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Royal Divas,Royal Divas,Royal Divas,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Royal Leerdam,Royal Leerdam,Royal Leerdam,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Runway Fashion,Runway Fashion,Runway Fashion,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
SES,SES,SES,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Safer,Safer,Safer,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Samia,Samia,Samia,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sanex,Sanex,Sanex,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sau'cee,Sau'cee,Sau'cee,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sauber,Sauber,Sauber,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Scholl,Scholl,Scholl,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Seasons & Style,Seasons & Style,Seasons & Style,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Second Skin,Second Skin,Second Skin,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Selfie Girls,Selfie Girls,Selfie Girls,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sensabelle,Sensabelle,Sensabelle,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sensodyne,Sensodyne,Sensodyne,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Sentimat,Sentimat,Sentimat,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Shoe like,Shoe like,Shoe like,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Silan,Silan,Silan,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Silea,Silea,Silea,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Silvergear,Silvergear,Silvergear,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Simba,Simba,Simba,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sitecom,Sitecom,Sitecom,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Skin Bliss,Skin Bliss,Skin Bliss,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Skippit,Skippit,Skippit,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Skyler,Skyler,Skyler,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Slazenger,Slazenger,Slazenger,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Slimy,Slimy,Slimy,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Sluban,Sluban,Sluban,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Slush Puppie,Slush Puppie,Slush Puppie,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Smartwares,Smartwares,Smartwares,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Smiths,Smiths,Smiths,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Smoby,Smoby,Smoby,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Snacks of the World,Snacks of the World,Snacks of the World,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Snickers,Snickers,Snickers,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sola,Sola,Sola,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Solen,Solen,Solen,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Solix,Solix,Solix,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sologic,Sologic,Sologic,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Somat,Somat,Somat,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Spargo,Spargo,Spargo,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Spectrum,Spectrum,Spectrum,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Spilbergen,Spilbergen,Spilbergen,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Spirosan,Spirosan,Spirosan,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sport Support,Sport Support,Sport Support,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Stabilo,Stabilo,Stabilo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Staedtler,Staedtler,Staedtler,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Stanger,Stanger,Stanger,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Steffi Love,Steffi Love,Steffi Love,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Stretcherz,Stretcherz,Stretcherz,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Studio Home,Studio Home,Studio Home,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sun,Sun,Sun,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Sunny Bites,Sunny Bites,Sunny Bites,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
SuperTrash,SuperTrash,SuperTrash,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Superfinn,Superfinn,Superfinn,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Swarovski,Swarovski,Swarovski,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Swiffer,Swiffer,Swiffer,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
TCX,TCX,TCX,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
TMC Home,TMC Home,TMC Home,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
TP-Link,TP-Link,TP-Link,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Takis,Takis,Takis,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tapo,Tapo,Tapo,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Teamsterz,Teamsterz,Teamsterz,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Ted Baker,Ted Baker,Ted Baker,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Ted's Favorites,Ted's Favorites,Ted's Favorites,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Teddy Care,Teddy Care,Teddy Care,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tefal,Tefal,Tefal,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tesa,Tesa,Tesa,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
The Bath Company,The Bath Company,The Bath Company,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
The Beauty Dept.,The Beauty Dept.,The Beauty Dept.,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
The Pink Stuff,The Pink Stuff,The Pink Stuff,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
The Skin Dr.,The Skin Dr.,The Skin Dr.,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Thermofect,Thermofect,Thermofect,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Thermolate,Thermolate,Thermolate,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Timotei,Timotei,Timotei,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Tipiak,Tipiak,Tipiak,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Toblerone,Toblerone,Toblerone,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tokimeki,Tokimeki,Tokimeki,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tomado,Tomado,Tomado,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tontarelli,Tontarelli,Tontarelli,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tortina,Tortina,Tortina,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Treewick,Treewick,Treewick,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Trendz,Trendz,Trendz,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Trik,Trik,Trik,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tristar,Tristar,Tristar,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Trolli,Trolli,Trolli,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Tropi-coco,Tropi-coco,Tropi-coco,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
