sku,canonical_id,name_es_raw,name_zh_standard,brand_id,cat1_es,cat2_es,cat1_zh,cat2_zh,spec_es_raw,spec_zh_standard,source_hash,translation_status,review_status,locked,source_first_seen,source_last_seen,updated_at,notes
2570444,ACT2570444,Sombrilla colgante,悬挂式遮阳伞,,Jardín,Sombrillas,园艺户外,遮阳伞,Ø 3 metros,直径3m,ee2ecd7893b8a1ddeac67f264ad4f4e4395563d139ca549d47637d2b6d7e3b93,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
2570459,ACT2570459,Diadema de Halloween,万圣节发箍,,Hobby,Artículos de fiesta,兴趣手作,派对用品,Varios modelos,多款可选,a26c5347f49794c30604a324d99fb0e6bd7f34d6d361dc8f709b789e186f0fbb,MODEL_TRANSLATED,UNREVIEWED,0,2026-08-10,2026-08-25,2026-08-25,
2570504,ACT2570504,Guantes para pantalla táctil,触屏手套,,Multimedia,Ropa,数码影音,服装,Talla única | diferentes variantes,均码｜多款可选,7382219037681edb9bb69ac0a571924c1f32611f6a6909519c9502148f165c4a,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570507,ACT2570507,Calcetines Pairz,袜子,Pairz,Moda,Textil parte inferior,服饰鞋包,下装纺织,Números 39-46 | 5 pares | diferentes variantes,尺码39-46｜5双｜多款可选,aa8a52cf1ee3ed1980840ee42532caee18ea1f6c276dd478b0e5284fa0c62878,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570525,ACT2570525,Mantel de vinilo Fantastik,桌布,Fantastik,Cocina,Textil de la cocina,厨房餐具,厨房纺织,140x250 cm | diferentes variantes,140×250cm｜多款可选,9652ce83a95e548799ed1799df3ec097c4af6c25ec951706e7827c9ab19dff3b,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570532,ACT2570532,Mantel de vinilo Fantastik,桌布,Fantastik,Cocina,Textil de la cocina,厨房餐具,厨房纺织,140x200 cm | diferentes variantes,140×200cm｜多款可选,3b1010bb867bc1645dc7c11547b0f7c8a25ed57cf8046dc395d77b785e98e624,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570593,ACT2570593,Rompecabezas de goma 3D Palz,3D拼图,Palz,Oficina y papelería,Accesorios de oficina,办公文具,办公配件,Diferentes variantes,多款可选,fa4b892e78def0b040e257a2a1f85368a56ae6206bf05f289bf687dd476778d2,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570737,ACT2570737,Mesa auxiliar y cesta de alambre dos en uno,边几及篮子铁丝两件套,,Vivienda,,家居布置,,"37,5x38 cm | diferentes variantes","37, 5×38 厘米 | 多种款式",ca2733eb1ed897f9abb0d0288118bb191e359b6b887b76b2896ed5bcecebdb8b,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-08-13,2026-08-25,
2570832,ACT2570832,Cojín para el alféizar de la ventana para gatos,猫用窗台垫,,Mascotas,,宠物用品,,26 x 60 cm | varios tipos,26×60 厘米 | 多种类型,585f6cb06c0ba672585b9aaa65c2979d8428244618b54ed808e157dbf6099b54,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2570904,ACT2570904,Marco de fotos Milano,相框,,Vivienda,Decoración,家居布置,家居装饰,10x15 cm | diferentes variantes,10×15cm｜多款可选,a3a572faa24d287b10eb925434fc4853161fc41f09752412b78edc5c20ffc75c,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570905,ACT2570905,Marco de fotos Milano,相框,,Vivienda,Decoración,家居布置,家居装饰,13x18 cm | diferentes variantes,13×18cm｜多款可选,a53b0dddb3d91b71badf08918b177eb2aef88092c95299463a66f6d15e1b00dd,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570906,ACT2570906,Marco de fotos Milano,相框,,Vivienda,Decoración,家居布置,家居装饰,"21x29,7 cm | diferentes variantes",21×29.7cm｜多款可选,03506479dc7f50785f63baeaac49ffcb99283ea153cc4e23bf0d183eff25c838,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570943,ACT2570943,Hilo de tejer Alison & Mae azul oscuro,毛线,Alison & Mae,Hobby,Punto y ganchillo,兴趣手作,针织和钩编,100 gramos,100g,da1c45d21b725e2587fbbc4086a93a14d15a87b8fc1ad3632538003296246ca6,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
2570953,ACT2570953,Clips para el pelo,发夹,,Moda,,服饰鞋包,,16 unidades | diferentes variantes,16 件 | 多种款式,86ad0fe1c8f321b31b50e967c0e30ce713fb717fa6bc13ba5b16c0158dd28873,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2570958,ACT2570958,Set de cubiertos de madera,木质餐具套装,,Hobby,Artículos de fiesta,兴趣手作,派对用品,24 piezas,24件,8ce7cda6cd3c10c0e1ad9c40a5cff59a5a7f8cb264f2d2bbe3a05a504d9b2929,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2570977,ACT2570977,Maniquí articulado de madera Van Bleiswijck,木质人体模型,Van Bleiswijck,Hobby,Manualidades,兴趣手作,手工制作,30 cm,30cm,1657302fd67c28c5df94e80c7c9bb2cb23fee54c2ee40fca9e5f650400248122,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
2571008,ACT2571008,Lápiz Kohl Max & More,眼线笔,Max & More,Cuidado personal,Maquillaje,个人美容,彩妆,Incluye difuminador y sacapuntas,含晕染刷和削笔刀,5ee2a6a326de4fd9e1cd3b671cab27566b6abdf7daad7c06a044c6e14f97eabc,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571015,ACT2571015,Braguitas,女士内裤,,Moda,Ropa interior,服饰鞋包,内衣,Tallas 98-128 | 3 unidades | diferentes variantes,尺码 98-128｜3件｜多款可选,6c3cad1499755548957646ba366cadecbd9cabb1eebf9f4403434cceb35cf257,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571187,ACT2571187,Set de maquillaje Halloween,万圣节化妆套装,,Hobby,Artículos de fiesta,兴趣手作,派对用品,Varios tipos,多种,6eb299662a7c82dcb92de60050db87a6373f45ba5c6d344de10cac2f178604a4,MODEL_TRANSLATED,UNREVIEWED,0,2026-08-10,2026-08-25,2026-08-25,
2571189,ACT2571189,Coloridos,彩色糖果,,Comer y beber,Galletas,食品饮料,饼干,8x 25 gramos,8×25g,a6b21c3f354f686805c1496418330c0e2761e32807611b5f9e10d5217d874494,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571190,ACT2571190,Banderines con purpurina,亮片三角旗串,,Vivienda,,家居布置,,6 metros | diferentes variantes,6 米 | 多种款式,e2de9d5465e3b7b8add551db21005d9bdc3f7db6a342511169fe7746ecfc86a3,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2571242,ACT2571242,Chicles Mentos Menta verde,薄荷口香糖,Mentos,Comer y beber,Caramelos,食品饮料,糖果,38 unidades | 53 gramos,38件｜53g,b7b9201af7adf239e4f21d72b3087eb9e3be26cadfeb3c73763e127cc35286b8,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571246,ACT2571246,Agua de perfume Figenzi Leya & Lenora Leya Lenora,香水,Figenzi,Cuidado personal,Perfume,个人美容,香水,50 ml | diferentes variantes,50ml｜多款可选,4c5cc4cc35ffa684c5113f4460fb63ecfee5576972a307f06492a420ea248494,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571289,ACT2571289,Juego de limpieza para coche Dunlop,汽车清洁套装,Dunlop,Bricolaje,Coche,DIY五金,汽车用品,2 piezas,2件,2fb576e625c88ade5f9e95dcddb3235ceba73edd07cc54d5ca0143b0e878eebd,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
2571313,ACT2571313,Gel de encendido Farmlight,点火凝胶,Farmlight,Bricolaje,Herramientas,DIY五金,工具,1 litro,1L,d236bed19bcede2e572968f91d7e9f54c6bd2bfd27bff8f63de5e4d3b93f60aa,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571463,ACT2571463,Mascarilla de pies Skin Bliss,足膜,Skin Bliss,Cuidado personal,Cuidado corporal,个人美容,身体护理,Diferentes variantes,多款可选,e31ded543459f4ecd180a2f6d3054b8be27e76661116335032797c65272fa453,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571475,ACT2571475,Toblerone Tiny,迷你巧克力,Toblerone,Comer y beber,Chocolate,食品饮料,巧克力,200 gramos,200g,8a90608313f1aa8210692a3fca2686233d363ad7df8b94417aa4c5ff4d73f688,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571493,ACT2571493,Cowboy Cocktail AriZona Mucho Mango,芒果鸡尾酒饮料,AriZona,Comer y beber,Bebidas,食品饮料,饮料,500 ml,500ml,c114d72f4a3301b8519c5d32c04e60b60e6f32ac0c2a0217baf53fbb71ea6e42,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571536,ACT2571536,Vela rústica pequeña,小号蜡烛,,Vivienda,Decoración,家居布置,家居装饰,Diferentes variantes,多款可选,57848629b3fbb8d3e7e9bba152396d53720a4b89dc4163b8b97715453b402ced,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571576,ACT2571576,Muelas Werckmann,Werckmann 砂轮片,,Bricolaje,,DIY五金,,3 unidades,3 件,0cb86d92bfe14d144c4d0cfbe269f2c47855f057c476e1cebfa17c4982cf4665,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-08-22,2026-08-25,
2571622,ACT2571622,Chio #Paprika,红椒味薯片,,Comer y beber,,食品饮料,,80 gramos,80克,2ee84176bc7f851bc9851ed878d4080c895444424bc0816c202e612b0508c097,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
2571623,ACT2571623,Chio #Queso,奶酪味薯片,,Comer y beber,,食品饮料,,80 gramos,80克,9bb94892f3d5ced87aa92ac9a17cf59d81ffd253fe3b88a9a29440174901b224,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-07-20,2026-08-25,
2571629,ACT2571629,Pintura en aerosol de cromo dorado,镀铬金色喷漆,,Bricolaje,Pintura para pared,DIY五金,墙面涂料,200 ml,200ml,d0cda6af290ef0fb6bc0102d4bb7b80ac5ce681ea3d5b44abbb6781efb1bf1a4,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571658,ACT2571658,Toalla de baño Capetown esmeralda,浴巾,,Vivienda,Textil de baño,家居布置,浴室纺织,70x140 cm,70×140cm,f67db0abbf0deed0d16d23c7c23af279a4afd0ef5bc7d3ab5c9add93b2c54960,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571668,ACT2571668,Toalla de tocador Capetown verde esmeralda,客用毛巾,,Vivienda,Textil de baño,家居布置,浴室纺织,30x50 cm,30×50cm,c279af7e90ad134bdc6fd803a0bd0d8df2bc4a958eabd1f2f1c00d160582b485,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571676,ACT2571676,Paño de cocina La Sonata Antracita,厨房抹布,,Cocina,,厨房餐具,,50x50 cm,50×50厘米,6a7663448a9c01dd7e832f5b308819c170eff50d3e919c0d58f9e68b2f98f143,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2571729,ACT2571729,Horquillas,发夹,,Moda,Accesorios para el cabello,服饰鞋包,发饰,Diferentes variantes,多款可选,1e3819620f9762f303755613dd4b83af653c3f85d9f79beaefe4ca22cb97b87b,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571754,ACT2571754,Slips Jack Parker,男士三角内裤,Jack Parker,Moda,Ropa interior,服饰鞋包,内衣,Tallas M-XXL | 2 unidades,尺码 M-XXL｜2件,4ee928437dcd9fb3b5e4fd7446b3a3c0266892f156f77bc34b02226e93a2c7d1,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571810,ACT2571810,Juego de brocas Werckmann,钻头套装 Werckmann,,Bricolaje,,DIY五金,,21 piezas,21 件,94357b6688ebabba2761ab427f18a8caa5de9ab1e3aad61b7693a3ece823d60f,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2571878,ACT2571878,Toalla de manos Capetown esmeralda,擦手巾,,Vivienda,Textil de baño,家居布置,浴室纺织,50x100 cm,50×100cm,68825c259b661fbe49409a9bbd0fea497da8b394a957caf85e97c20e330b8a0e,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571909,ACT2571909,Lámpara sensor,感应灯,,Bricolaje,,DIY五金,,40 lúmenes | 16 cm,40 流明 | 16 厘米,18ded275c1652a4ba9e1517f196d236e0638f1b13046bc98053792c911d0f3c6,NEEDS_REVIEW,NEEDS_REVIEW,0,2026-01-09,2026-07-01,2026-08-25,
2571952,ACT2571952,Pienso seco para gatos Whiskas,猫干粮,Whiskas,Mascotas,Gato,宠物用品,猫用品,300 gramos | vacuno,300g｜牛肉味,25d1ad6e323886cc10f99c639e215509d1822e56716b1c3fd27824a4c4dd4d09,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2571976,ACT2571976,Lámparas de presión,按压灯,,Bricolaje,,DIY五金,,3 unidades | diferentes variantes,3 件 | 多种款式,8f410ed02758a31cdc8c4748b2837ffb81c97e99816c81ef58bdebac31caa5f7,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2571981,ACT2571981,Pienso seco para gatos Whiskas Atún,猫干粮,Whiskas,Mascotas,Gato,宠物用品,猫用品,300 gramos,300g｜金枪鱼味,5cc60780573b9014103a0d6311e09c0a6fba81df4de3be333f025c1e3755009c,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572010,ACT2572010,Cuaderno especial Oxford,笔记本,Oxford,Oficina y papelería,Artículos de papel,办公文具,纸品,80 hojas | diferentes variantes,80页｜多款可选,ca2c6fe759458cd375d9905b153d7d0d8a45ff72a349b194c397242479f28afd,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-06,2026-08-25,2026-08-25,
2572104,ACT2572104,Bragas hipster,女士平角内裤,,Moda,,服饰鞋包,,Tallas 122-152 | 3 unidades | diferentes variantes,尺码122-152 3件装 多种款式,a7507d1f4abeed07018372ccd66af98922cfdb8f300959b09c319b6dbb7d4beb,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
2572109,ACT2572109,Colgador de inodoro Power Activ' Bref Power Aktiv,马桶清洁挂块,Bref,Hogar,Productos de limpieza,家务清洁,清洁产品,3 x 50 gramos | limón,3×50g｜柠檬香,8805e03f63ff664f42d84d512ea189130a3212676914725189adbcf9255f4579,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-27,2026-08-25,2026-08-25,
2572113,ACT2572113,Superestropajo Multy,强力百洁布,Multy,Hogar,Artículos de limpieza,家务清洁,清洁用品,3 unidades,3件,96c87b41a0de3c2c09be11785b9e19dd16e90f8d58aa48f0cd2b55fd86e2a25e,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572163,ACT2572163,Cola para papel pintado Bison,墙纸胶,Bison,Bricolaje,Herramientas,DIY五金,工具,"2,5 kg",2.5kg,63083011024bf740baf52e0339d1c4786875b6270025a982c64f51ccdc49819d,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572199,ACT2572199,Estera de yoga Kaytan,瑜伽垫,Kaytan,Artículos deportivos,Accesorios y equipamiento deportivo,运动用品,运动配件和装备,"58x173x0,5 cm | varios colores",58×173×0.5cm｜多种颜色,e35138d2be110e91df562ec7a2a904c6f55f5ac42e4dd06e6ab51d64d7663c71,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572248,ACT2572248,Papel higiénico reciclado Pure Soft Eco,再生卫生纸,Pure Soft,Hogar,Papel higiénico y papel de cocina,家务清洁,卫生纸和厨房纸,4 rollos | 200 hojas | 3 capas,4卷｜200页｜3层,08ed78429b97223e26fa71f114e3e2ae3069d9f4d47f6470ee23344c07407452,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572252,ACT2572252,Bloc de dibujo,绘画本,,Hobby,Manualidades,兴趣手作,手工制作,50 hojas,50页,184adeff700cf268131bb42bae9786db34d03ff7da75e03bf74bd44c4bf95ee9,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572286,ACT2572286,Semillas de chía Natural Happiness,奇亚籽,Natural Happiness,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,150 gramos,150g,9c9893d9ded3bacdd1e23042b95a59724befc88e554571f6a42ffcc04496b977,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572300,ACT2572300,Frutos secos y pasas Snacks of the World,坚果和葡萄干,Snacks of the World,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,200 gramos,200g,be3f3015b75ac7c435c2168b6a380adabc0de5764fdf567bfb0184b1177a2f85,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572303,ACT2572303,Pañales bañador Huggies Little Swimmers Buscando a Dory,游泳纸尿裤,Huggies,Cuidado personal,Cuidados para el bebé,个人美容,婴儿护理,Talla 5-6 | 11 unidades,尺码 5-6｜11件,432aafe936981a22ccdf8673b8d5441ce76bdc3e1f4f673bb209c595b4f85532,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
2572304,ACT2572304,Pañales bañador Huggies Little Swimmers Buscando a Dory,游泳纸尿裤,,Cuidado personal,,个人美容,,Talla 3-4 | 12 unidades,尺码3-4 12件装,1f414a1f04f0d271170100bf29b73a24a29608f3a6a5ad50cbf1d66ef0008150,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-21,2026-08-25,
2572311,ACT2572311,Tinte en crema para el pelo Cameleo,染发膏,Cameleo,Cuidado personal,Cuidado del cabello,个人美容,头发护理,4 piezas,4件,b1571199159d6fecf51b54a30cba361ea61124876c85b865aa1515d42adc2a32,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
2572327,ACT2572327,Cacahuetes estilo wasabi Snacks of the World,芥末味花生,Snacks of the World,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,250 g,250g,541b52cdf1ff30c52420873c896e5605e8fc3a31bb362904c3c306897ac39ba1,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572329,ACT2572329,Chilli Crackers Snacks of the World Spicy,辣椒脆片,Snacks of the World,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,150 gramos,150g,0b3d7876fc8c3d3899e5d3e69460f25b3fe7a8e6626d328c39be04a38bff3840,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572330,ACT2572330,Cable de carga y datos Re-load USB-C,Re-Load USB-C充电数据线,,Multimedia,,数码影音,,2 metros | varios colores,2 米 | 多种颜色,505953c588cc2e95b41f14e4a8cbb05def8b30f3acce8ce7ad59ecac79509164,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
2572351,ACT2572351,Snacks of the World Arándanos y nueces,蔓越莓坚果,Snacks of the World,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,200 gramos,200g,d28fe7d895021085cf6f387caacc9ba871fcd894983026778f21b60c493073e3,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572352,ACT2572352,Nueces Natural Happiness Crudas,生核桃,Natural Happiness,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,100 gramos,100g,397f855a15359cd813fd7db18d2f6333b30ee1760fc3a5efa6938c05a3d55574,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572356,ACT2572356,Japanese peanut crackers Snacks of the World Mild,日式花生脆片,Snacks of the World,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,250 gramos,250g,35843a3b3ecba88d683056aaad8ad4aac319ff61685d4433684d52832fb3ee52,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572372,ACT2572372,Almendras Natural Happiness Crudas,生杏仁,Natural Happiness,Comer y beber,Frutos secos y aperitivos,食品饮料,坚果和零食,150 gramos,150g,87ef2107f1437292b5c32a435f7f40cc175017c744002a21092275709515d311,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572390,ACT2572390,Cable de carga y de datos de alta velocidad Re-load 8 pines,Re-load 8针高速充电数据线,,Multimedia,,数码影音,,2 metros | varios colores,2 米 | 多种颜色,d0645010a0590057c838434a196a86ef0091dd32cad7e2b1dc9fd7bfe8585f2d,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
2572472,ACT2572472,Bodis Hoodadoo,婴儿连体衣,Hoodadoo,Moda,Ropa,服饰鞋包,服装,Tallas 50-92 | 2 unidades | diferentes variantes,尺码 50-92｜2件｜多款可选,17f18115d546e95f09342761f54c18f4ba9e7214cb7cf0204aaab815beb6992d,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572502,ACT2572502,Bicarbonato de sodio limpieza Mariette,清洁小苏打,Mariette,Hogar,Productos de limpieza,家务清洁,清洁产品,500 gramos,500g,d360281266a395be565cef5aaf32972348de984bc564c5ff59de50676435b95e,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572552,ACT2572552,Esterilla refrescante para perros,宠物冰垫,,Mascotas,,宠物用品,,60x80 cm,60×80 厘米,6bcef361e4b7d72c2546af0ed14619bbd292069dea1ae52d90dd7305239cedfe,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-01,2026-07-20,2026-08-25,
2572642,ACT2572642,Varita mágica con luz,发光魔法棒,,Juguetes,Juegos,玩具,游戏,Varios tipos,多种,6f1318b2c74d8a902355fdb3b566d9816f511fbb3c5e66233b880f51de63629f,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
2572652,ACT2572652,Recambio de ambientador Home Freshener,空气清新剂替换装,,Hogar,,家务清洁,,Manzana y canela,苹果肉桂味,1dbf56f91792c7f00bac3dc1ea84753b06f433c7a674ef80a08a02e07e279a93,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
2572669,ACT2572669,Papel higiénico Pure Soft Soft & Strong,卫生纸,Pure Soft,Hogar,Papel higiénico y papel de cocina,家务清洁,卫生纸和厨房纸,24 rollos | 180 hojas | 2 capas,24卷｜180页｜2层,c2ed4b38fb5baca49921a162816ac5e98c1c7feb6782add11bae72bb31506f1e,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
2572743,ACT2572743,Kit de maquillaje I Love My Style,彩妆套装 I Love My Style,,Cuidado personal,,个人美容,,7 piezas | diferentes variantes,7 件 | 多种款式,01ae473ade0777432a4a6fdec6b3ddfb3c6075cfecd18f83b9acfb4ec6bacbbc,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-07-20,2026-08-25,
2572745,ACT2572745,Set de brillos labiales I Love My Style,唇彩套装,I Love My Style,Cuidado personal,Maquillaje,个人美容,彩妆,7 unidades,7件,3a2c3e66a62f7876f75484605bc9c7989b3a33c32fc40b540b6b7c3ee907a664,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572787,ACT2572787,Cabezales OptiSmile X Active,OptiSmile X Active 替换刷头,,Cuidado personal,,个人美容,,4 unidades,4件装,98b199afcd0e18fd7c922961c6be63ef0cfd07d45041d7f329b985f960a4f0e6,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
2572826,ACT2572826,Parrilla de contacto Tristar,电饼铛,Tristar,Cocina,Aparatos de cocina,厨房餐具,厨房电器,1000 vatios | diferentes variantes,1000W｜多款可选,2445f3edaa9020b057090890b35b0c097c178f4ead775bd29a6df87292cf54aa,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572831,ACT2572831,Hervidor de agua Tristar,电热水壶,Tristar,Cocina,Aparatos de cocina,厨房餐具,厨房电器,"1,7 litros | 2200 vatios | varios colores",1.7L｜2200W｜多种颜色,291c5b20bb95efbcf7f9ddd4276b691eaf8d58c6a5fbf58659928844f0c16bda,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572846,ACT2572846,Calcetines invisibles,隐形袜,,Moda,,服饰鞋包,,Números 35-42 | 5 pares,35 - 42 | 5 双,f3f6a5b5d6cf967de50e9ad975a2a7d7aa13af799ea436a41ee7ea8322ab6d60,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-08-22,2026-08-25,
2572868,ACT2572868,Báscula de cocina electrónica,电子厨房秤,,Cocina,,厨房餐具,,Diferentes variantes,多种款式,b9c0564854866fa99bd1136a810fd58ece3b3db0998176e6cd820f29777e4fc9,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
2572870,ACT2572870,Clips del pelo,发夹,,Moda,Accesorios para el cabello,服饰鞋包,发饰,Diferentes variantes,多款可选,b0e47c76cab91d40753f2036bb75b28d97de6e8fd283361d03b918226e7d575c,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572871,ACT2572871,Gomas del pelo,发圈,,Moda,,服饰鞋包,,Diferentes variantes,,0ab06243e41deffdac1c6746e827662999b1601c00604df43619472c45096d60,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-07-06,2026-08-25,
2572893,ACT2572893,Crema de día y de noche Skin Bliss Aloe vera,日霜及夜霜,Skin Bliss,Cuidado personal,Cuidado facial,个人美容,面部护理,110 ml,110ml,84014d813fd24d988773e6a4417e586e0df8f3a4461bd05e2033329e1b8a6fba,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
2572972,ACT2572972,Cajas de almacenaje Heidrun,Heidrun收纳箱,,Hogar,,家务清洁,,3x 15 litros,3× 15 升,99522b915b42a493fa7e33816e8440779e5c1a4aa1e7c3e2c1716ad6228fc912,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-20,2026-08-19,2026-08-25,
